-1,0,0
0,0,0
1,0,0
2,0,0
1,1,0
1,-1,0
0,1,0
0,-1,0
0,0,1
0,0,-1
1,0,1
1,0,-1
connectivity
0,1
1,2
2,3
2,4
2,5
6,1
7,1
8,1
9,1
10,2
11,2
counterports
0,3
4,5
7,6
8,9
10,11
